teks,label_klaster,label_klaster_aktual
hilang sifat orang kenal selesai kayak habis kontrak kontak teman nyaman langsung jahat,Hubungan,3
lagu cocok manusia jahat sebal kesel,Hubungan,3
jahat jahat pilih kasih,Hubungan,3
nilai buah lingkung label jahat mesti introspeksi kali kali lihat salah orang orang emosi,Hubungan,3
bahaya banget saran grad kecuali jahat nama grad erti jahat kagak implisit omong jahat mudah identifikasi jarang,Hubungan,3
rumah jahat jahat,Hubungan,3
jahat bikin salah perhati kelar diam,Hubungan,3
baca pasal jahat bingo,Hubungan,3
jaman stres jahat minggu surabaya senin habis angkat koper start,Kepuasan Kerja,1
semenjak jahat batas terima respon orang respon semangat bikin berat,Hubungan,3
orang jahat banget risih anjir kayak,Hubungan,3
petang malas jahat semangat pergi,Hubungan,3
tolong badan capek tidur jahat sungguh kesan jalan usia,Kepuasan Kerja,1
pengin asih semangat jahat cari,Hubungan,3
mintak jahat,Hubungan,3
syukur banget jahat gaji masuk main gaji tanggal tanggal gaji kasi kasih gila kasih,Kompensasi,0
hindar orang jahat orang jahat,Hubungan,3
lingkung jahat,Hubungan,3
pikir pikir orang orang jahat,Hubungan,3
henti lingkung sehat jahat moga tuhan yesus kasih cepat amin,Hubungan,3
habis talk sakit banget lihat mama tahan menang jahat parah banjir banget cerita mama derita situ,Hubungan,3
jahat manager senior lembur kontribusi efek bikin pengin lihat,Hubungan,3
alami gaji sikit kawan gaji kawan jahat,Kompensasi,0
tengok orang ramai jahat jahat stres,Hubungan,3
alas lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Hubungan,3
banget bukti betapa jahat korban jahat mati katai,Hubungan,3
cerita orang suka gunung komen gemar telat alias ketua kali sumpah jahat bikin bego wajar suka,Hubungan,3
tolong hormat orang orang bang faham orang orang korek pasal orang jahat,Hubungan,3
orang drama rasai lingkung jahat kayak betah,Hubungan,3
cerita pasal jahat cerita awak situ jahat tahan,Hubungan,3
jahat,Hubungan,3
bawa nama ganggu performa arti cocok musti cari lingkung sesuai lepas salah manusia bawa kolega jahat inti cocok jalan,Hubungan,3
penuh pasal jahat faham,Hubungan,3
laku suasana jahat orang kadang tuju,Hubungan,3
betapa jahat orang kelakar,Hubungan,3
jahat orang orang,Hubungan,3
kasih orang rumus serah percaya orang sentimen pribadi orang tanda jahat,Hubungan,3
jahat kembang orang,Aktualisasi,2
cakap sorang kutuk jahat bodoh orang staff jahat benci,Hubungan,3
seng lapang temu orang istilah lingkung jahat laku,Hubungan,3
izin betah jahat,Hubungan,3
kantor jahat suka deg-degan,Hubungan,3
paksa jahat bikin maju putus sedih,Hubungan,3
gaji lingkung enak nyaman gaji nyaman baca jahat,Kompensasi,0
definisi jahat konteks sepakbola arsenal main beli tiket tonton arsenal arsenal jahat,Hubungan,3
admin gaji motor pakai operasional jahat kali berangkat menang patut saran,Kompensasi,0
pikir jahat tunjang karir bingung cari susah pengin kabur banget asli tahan cari tinggal,Hubungan,3
duduk sorang adik duduk sepang start start sorang jahat,Hubungan,3
cari duit cari teman real artikel teman rekan,Hubungan,3
rang orang jahat kayak,Hubungan,3
urus mental sikit penat hadap orang jahat,Hubungan,3
pribadi orang jahat jahat hubung pacar jujur teman jahat jahat,Hubungan,3
lelaki sayang perempuan diam orang jahat percaya hati hitam jumpa syukur alhamdulillah,Hubungan,3
orang jahat fault sayang plus,Hubungan,3
orang mental anak jahat anugerah orang,Hubungan,3
orang lingkung jahat kayak langkah percaya enak alam pribadi,Hubungan,3
kayak jahat orang paham konsep wajib keluarga orang konservatif takut anak pulang malam anak didik kayak,Hubungan,3
jahat usaha cari layan emosi tahan situ talk awak bagus sentiasa,Hubungan,3
osis sekolah jahat banget pagi marah maki maki bina osis angkat sakit maag kambuh vertigo kambuh,Hubungan,3
jahat manusia,Hubungan,3
definisi jahat mati suruh masuk,Hubungan,3
oktober moga keluarga sehat ikhlas rela pergi lapang dada hadap moga orang jahat amin,Hubungan,3
jenis kuat kipas orang jahat,Hubungan,3
human sorang hidup email jahat,Hubungan,3
admin henti zaman hilang hilang akal gila jahat henti span sakit tinggal,Hubungan,3
hadap jahat jahat orang manusia sempurna jahat orang kawal minda negatif,Hubungan,3
bahaya hubung jahat sadar rendah arti minder gampang asli harga hubung jahat,Hubungan,3
tengok sumbang jahat baca habis pikir kejut,Hubungan,3
stres galas perangai setan orang henti rana stres orang jahat situ,Kepuasan Kerja,1
laku racun guru sekolah hadap rekan nyinyir gadget pribadi bawa bantu kontra rekan bahas sekolah guru senior,Hubungan,3
jahat penat mental tanda jahat,Hubungan,3
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis,Hubungan,3
manajemen kantor super jahat orang kayak nilai valid,Hubungan,3
mulut perangai jahat orang henti jawat galas tuju,Hubungan,3
kena jahat institusi sahaja bidang kongsi,Hubungan,3
semangat abdi pamrih istilah jahat suka pakai kalimat tugas beban sumbangsih nkri penasaran khas kantor,Hubungan,3
jahat start orang,Hubungan,3
usaha nama rohmat orang jahat banget,Hubungan,3
bilang suara bagus jahat banget,Hubungan,3
senior lumayan jahat orang salah omong banget kayak dunia salah ciut kayak anak kucing takut salah orang,Hubungan,3
kongsi alam jahat hadap,Hubungan,3
rumah kawan jahat salah rezeki,Hubungan,3
baca ngeri nyata lingkung kantor cari alam uang teman bonus cerita jahat lingkung,Hubungan,3
cewek jahat halo alam jalan saran,Hubungan,3
jahat mental tahan gaji orang,Kompensasi,0
alam kantor laptop,Kompensasi,0
jahat bagus tanda sadar laku manipulasi kamus anak jaksel,Hubungan,3
nyata ambil gaji pulang urus jahat sebal,Kompensasi,0
jahat lingkung salah momen bambang suka macet rumah suka basa basi omong kali orang langsung biar kicep,Hubungan,3
jahat kantor,Hubungan,3
pegawai bank lihat target penuh tekan galak senioritas rekan jahat lembur pengin,Hubungan,3
kantor lingkung jahat nama jujur suka takut kondisi kayak cari susah,Hubungan,3
jahat banget astaga,Hubungan,3
nyata orang lingkung jahat bayang parah cerita mbak nyata,Hubungan,3
makhluk jahat muka,Hubungan,3
benda kali peras peras asyik stres letih benda marah,Kepuasan Kerja,1
jahat jahat,Hubungan,3
salah pilih cari duit nyaman cari ajar alam muda saran cari jahat,Hubungan,3
manager pakai jahat,Hubungan,3
salah tanda jahat status cuti,Hubungan,3
solusi hadap lingkung jahat solusi cari bagus cari lingkung cocok gampang bekal,Hubungan,3
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,Hubungan,3
cari jahat,Hubungan,3
jahat angkat kaki pergi angkat kaki pergi,Hubungan,3
jahat banget parah,Hubungan,3
lingkung jahat,Hubungan,3
kesel banget mbak bikin jahat sadar laku bikin nyaman,Hubungan,3
pilih lingkung kayak kantor lingkung suportif super jahat laku kondisi,Hubungan,3
ketemu orang orang jahat,Hubungan,3
lihat jahat,Hubungan,3
bismillah jahat,Hubungan,3
jahat banget anjing,Hubungan,3
seram banget nyata teman kantor jahat kantor langsung komen,Hubungan,3
jahat,Hubungan,3
jahat banget anjir,Hubungan,3
tolong jahat,Hubungan,3
jahat,Hubungan,3
banget hidup lingkung jahat,Hubungan,3
orang jahat,Hubungan,3
jahat cakap benda rumah,Hubungan,3
jahat,Hubungan,3
start selesa jahat,Hubungan,3
posisi anak proses suami bangun rumah jahat banget cari susah anak,Hubungan,3
jahat,Hubungan,3
minggat jahat,Hubungan,3
tendang biru tendang jahat tahan,Hubungan,3
senang kena jahat sedih duit hasil,Hubungan,3
jahat tahan,Hubungan,3
jahat banget kayak asem manis,Hubungan,3
lampau jahat penat,Hubungan,3
jahat cepat penat penat perangai manusia,Hubungan,3
bilang jahat jahat sender pengin introspeksi masuk enak bikin ribet asli,Hubungan,3
jahat titik capek hubung kembang alias situasi sisa tuduh kali ribut sayang egois dominasi hubung putus masuk,Kepuasan Kerja,1
jahat jerat jahat kasih masuk tahan hubung hubung nyata,Hubungan,3
jahat,Hubungan,3
bantu bimbang banget jujur alas pengin nalar manusia,Kompensasi,0
lingkung jahat alur bikin pengin tahan kesan sindir mari teman,Hubungan,3
kayak jahat bikin trauma banget takut bawa takut ulang,Hubungan,3
teman cerita cerita jahat jahat,Hubungan,3
jahat tahan bentar moga rejeki,Hubungan,3
jahat cari,Hubungan,3
sikap jahat lingkung pengaruh keluarga keluarga lingkung mental jahat jaga arus racun,Hubungan,3
moga sponsor lancar lingkung jahat amin,Hubungan,3
jahat moga lingkung jahat mata banget sisa cari lingkung,Hubungan,3
capek banget orang orang jahat,Kepuasan Kerja,1
jahat,Hubungan,3
amit usaha nyata jahat lihat dampak performa efek sakit igau tidur pikir negatif kompromi sehat nomor,Hubungan,3
jahat,Hubungan,3
jahat,Hubungan,3
jahat banget,Hubungan,3
salah salah manusia jahat laku,Hubungan,3
mental kondisi jahat sesuai desk hancur orang keluarga orang posisi waras mental hidup keras tuhan,Hubungan,3
lingkung orang jahat lingkung rumah keluarga beliau turun dunia imbang hidup,Hubungan,3
mulut jahat senior buli junior jahat lari arab,Hubungan,3
ketemu orang orang lupa jahat,Hubungan,3
bayang dedikasi antri bpjs jahat level,Hubungan,3
pengin dilema orang orang capek jahat,Kepuasan Kerja,1
jahat,Hubungan,3
jahat,Hubungan,3
jahat,Hubungan,3
biar anak magang banget salah dikit bilang baperan cerita kantor jahat banget kontrak,Hubungan,3
sumpah jahat banget pulang curhat info,Hubungan,3
jahat gaji rezeki,Kompensasi,0
keluarga jahat pasang jahat jahat jahat orang,Hubungan,3
hidup lingkung jahat,Hubungan,3
lingkung jahat pelangi pengin banget sembuh lamar tolak pikir pasang kayak orang jahat jahat,Hubungan,3
jahat,Hubungan,3
jahat sabar jela fikir,Hubungan,3
keluh kesah utama jahat sadar lingkung jahat,Hubungan,3
suka uang jahat bodo ganti duli sesuai kontrak lingkung asyik gaji libur bagus paket,Kompensasi,0
nyaman jahat pengin menang,Hubungan,3
kayak paruh stres menang sedih sakit stres skripsi putus cinta operasi usus buntu tinggal nenek tinggal stres jahat,Kepuasan Kerja,1
penat kena hadap jahat,Hubungan,3
suka heran jahat tinggal bilang sulit,Hubungan,3
kuat bawa sebel jahat malas,Hubungan,3
bikin jahat person real ampun,Hubungan,3
bingung standar jahat orang saran maksud mental pasuk lembur biar sangon,Hubungan,3
keras binatang keras peras keras suruh jahat,Hubungan,3
jahat alhamdulillah,Hubungan,3
mesti jahat situ pikir kali,Hubungan,3
contoh hubung jahat cewek agens fandom profit bikin rugi utang agens induk kalah agens,Hubungan,3
curhat trauma gara-gara rekan jahat trauma efek besok percaya banget,Hubungan,3
lucu banget dukung cari bagus jahat banget semangat rekomendasi,Hubungan,3
telusur bayar lingkung jahat bagus paksa tahan keburu depresi anak orang,Hubungan,3
mental rusak banget jahat,Hubungan,3
kawan intern jumpa menang cerita jahat intern orang pakai selidik habis melulu putus sesal,Hubungan,3
salah budaya jahat orang indonesia urus hidup pribadi orang netizen perang komentar bela selebgram kait hidup biar keluarga,Hubungan,3
jahat masuk akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas,Hubungan,3
level staff pergi toilet kena lepas tender mental jahat,Hubungan,3
september kemarin jahat kantor kantor senang banget banget banget menang,Hubungan,3
negatif marah malas pergi teruk kaki bawang kipas susah gaji,Kompensasi,0
jahat kepala jahat alam,Hubungan,3
contoh jahat patut wujud tengok jepun ajar berdikari bina jati,Hubungan,3
lingkung jahat tinggal tahan alas enak sehat hidup bego,Hubungan,3
dunia utuh berangkat pagi kantin kantor coba survey kota pusat kabupaten bekas,Kompensasi,0
nama jahat orang capek sedih kesal kali tuju berat banget gila kuat banget tepar,Kepuasan Kerja,1
tanda verbal normal manager amik janji mungkir orang ambil kredit ramai orang tipu staff senyum pilih kasih,Kompensasi,0
salah juang tahan hidup singkat cerita masuk jahat bilang tolong,Hubungan,3
sindir sindir jahat jahat kaca banget enak suruh biar proses banget jahat jahat jahat,Hubungan,3
orang letih sedih stres jahat cari marah cakap,Kepuasan Kerja,1
capek banget anjing pasang topeng jahat,Kepuasan Kerja,1
tahan tahan jahat,Hubungan,3
sedih jahat sedih sangka manusia rupa perangai jangka dahsyat sakit orang balas akhirat,Hubungan,3
berat banget berangkat kayak malas malas orang lingkung jahat banget,Hubungan,3
pergi jahat sumpah sedih orang sanggup mudah suami bakar semangat bahagia lepas bodoh,Hubungan,3
habis rekan jahat,Hubungan,3
suami start jahat jahat,Hubungan,3
cewek sender habis kontrak lega lingkung jahat sender biar sisi pikir sender pusing sender tulang punggung keluarga,Hubungan,3
jahat cuti cuti adek kena orang,Hubungan,3
jahat henti payah,Hubungan,3
wujud jahat langsung jahat takut kandang buaya masuk kandang harimau,Hubungan,3
stres perangai jahat salah punca henti mental ganggu,Kepuasan Kerja,1
baca gambar lepas habis intern masuk start nyepi tahan jahat,Hubungan,3
seru jahat gaji lumayan orang jahat lawan tantang langsung kicep,Hubungan,3
ajar banget hidup betapa orang kadang sadar jahat jarak umur paut temu lingkung kayak keluarga,Hubungan,3
orang tukar stres jahat patut seronok tahi tuduh,Kepuasan Kerja,1
terima kasih sedia wawas orang alami jahat paham alam golong paksa perhati milik,Hubungan,3
tips hadap orang jahat jahat perangai karut cakap faktor usia,Hubungan,3
kuliah farmasi jahat,Hubungan,3
sender pengin banget sembuh sender tolak pikir pasang inti jahat pasang pasang,Hubungan,3
semenjak ketemu orang tulus hidup sosial lingkup personal profesional asia jahat banget komen respon bentuk bumbu,Hubungan,3
rasai nama zona nyaman jahat jahat teman jahat kayak rasai,Hubungan,3
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah,Kompensasi,0
jahat gaul jahat pandai gaul suka cerita buruk orang lepas pilih kasih long,Hubungan,3
omong jahat teman jahat lingkung jahat mending kaca omong jahat orang semangat pagi,Hubungan,3
lingkung pengaruh harap cari alam gaji lingkung jahat omong lingkung cibir,Hubungan,3
arti usaha bilang jahat staff pakai jalur rekan lihat situ coba bokap bokap tegur suka,Hubungan,3
gampang anak kakak anggur adik lulus orang pensiun jahat,Hubungan,3
buram maksud lingkung jahat kayak kayak marah normal,Hubungan,3
umur jahat,Hubungan,3
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,Kepuasan Kerja,1
jahat plus kapai,Hubungan,3
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat,Hubungan,3
dunia orang kali kali beda bela lingkung jahat rekan jahat kayak,Hubungan,3
orang stres rana tugas galas rana perangai setan orang orang henti stres orang keliling jahat,Kepuasan Kerja,1
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,Hubungan,3
jahat mudah percaya anggap orang,Hubungan,3
orang bahagia orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,Kompensasi,0
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,Hubungan,3
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Hubungan,3
jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,Hubungan,3
tanda budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,Hubungan,3
jahat,Hubungan,3
selesai cerdas komunikasi wajar emosi sayang dewa orang pintar jahat,Hubungan,3
semangat coba cuek balas prestasi ambil hati lingkung jahat karir,Hubungan,3
pengin cari aman nyaman harga nyata jahat,Hubungan,3
jahat diam malas gaduh over over,Hubungan,3
episode jahat,Hubungan,3
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok pulang ambil gaji,Hubungan,3
takut jahat orang inkompeten usaha bedak julid tinggal cabut sampah inkompeten tukang julid,Hubungan,3
sadar kantor jahat suka bilang keluarga,Hubungan,3
sikap toleh bagus lepas jahat tinggal jahat bagus amal sikap lepas toilet orang bayar hasil,Hubungan,3
perangai orang jahat selesa,Hubungan,3
jahat jenis cepat risau over fikir orang talk,Hubungan,3
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Kepuasan Kerja,1
jahat izin jahat masuk hidup,Hubungan,3
over late gaji kota panggar,Kompensasi,0
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,Hubungan,3
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,Hubungan,3
drop alas jahat jahat drop etis versi terima kasih,Hubungan,3
nyata jahat tahan dapur segala-galanya kondisi untung minimal uang,Hubungan,3
jahat jahat,Hubungan,3
bilik lipas kena marah jahat,Hubungan,3
jahat,Hubungan,3
jahat,Hubungan,3
cewek sedih jahat minggu bilang beban rekan sindir salah rekan senior ajar,Hubungan,3
cerita kali masuk manager sayang kompetensi jahat,Hubungan,3
cakap orang jahat masuk cakap orang dengki masuk cakap problem cakap problem problem,Hubungan,3
were jahat tekan takut hilang bebas harga pribadi positif,Hubungan,3
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,Hubungan,3
jahat vendor vendor banget,Hubungan,3
punca timpal gaji kena tanggungjawab silap staff alam percaya bagus pangkat drama,Kompensasi,0
jahat orang personal,Hubungan,3
jahat,Hubungan,3
jahat,Hubungan,3
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Kompensasi,0
jahat,Hubungan,3
jahat lingkung jahat,Hubungan,3
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,Hubungan,3
jahat capek banget,Kepuasan Kerja,1
jahat banget anjing,Hubungan,3
kantor lihat jahat,Hubungan,3
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,Hubungan,3
nasihat jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,Hubungan,3
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,Kompensasi,0
dunia lari jahat kawan gila kawan kawan gaji sikit,Kompensasi,0
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,Hubungan,3
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak alas,Hubungan,3
tanda tanda jahat tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit orang jahat,Hubungan,3
stop jahat positif sehat layak harga,Hubungan,3
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kelompok suka cari musuh balas sengak,Hubungan,3
usaha jahat keluarga,Hubungan,3
tanda lingkung jahat stres berangkat takut interaksi rekan remeh harga sehat mental fisik ganggu kucil,Hubungan,3
alas teman jahat bilang ketemu teman cocok arti langsung,Hubungan,3
jahat stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Hubungan,3
atur buah usaha debat korea selatan usaha korea bikin atur kantor pagi sore karyawan smoking menit,Kompensasi,0
sumpah kayak lihat jahat bikin stres harap,Kepuasan Kerja,1
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,Kompensasi,0
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor,Hubungan,3
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,Hubungan,3
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,Hubungan,3
sempurna kadang stres kadang kadang jenis kuat royan pasal,Kepuasan Kerja,1
lingkung jahat gaji lingkung jahat teman,Hubungan,3
kena tengok cakap duduk orang over orang kadang jahat asah adab ajar,Hubungan,3
sifat pasang potensi jahat malas usaha konsisten kontrol emosi orang luka uang bijak,Hubungan,3
jahat suka jaga tepi kain staff layan suruh orang personal,Hubungan,3
senang kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,Kompensasi,0
orang dikit jahat kapai were dengar tantang bangga hasil selesai bikin tipes,Hubungan,3
pikir jahat bikin fokus turun produktivitas sepele salah,Hubungan,3
jahat cari validasi teman keluarga bawa arus sesuai desk pulang pulang kepo urus orang terap prinsip pulang ambil,Hubungan,3
teman jahat jatuh kuliah,Hubungan,3
pilih rasai lingkung jahat capek,Kepuasan Kerja,1
tanda bikin putus ajar pimpin alami mental jahat,Hubungan,3
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Kompensasi,0
lingkung jahat habis tiktok,Hubungan,3
fokus lingkung jahat drama alam pahit ajar lingkung dukung tantang tahan mental,Hubungan,3
makan siang cerita jahat alamin cerita seru kasih,Hubungan,3
bilang kantor jahat,Hubungan,3
paham banget orang tahan jahat cari susah kudu pakai november juli stres,Kepuasan Kerja,1
pengin ijazah jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,Kepuasan Kerja,1
keluarga beranta cinta gagal jahat indah capek butuh istirahat butuh rumah butuh singgah,Kepuasan Kerja,1
kantor jahat,Hubungan,3
istirahat jahat parah istirahat,Hubungan,3
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta negeri libur,Kompensasi,0
allah rencana nyata putus orang allah balas kasih orang sayang banget ketemu orang jahat alhamdulillah banget,Hubungan,3
pilih lingkung jahat gaji keluarga lingkung jahat gaji sepi teman,Hubungan,3
teman jahat jatuh kuliah,Hubungan,3
niat motor beli motor mudah anak sekolah niat harap allah jahat person jahat jujur allah penat,Hubungan,3
lingkung jahat orang cewek sakit jiwa,Hubungan,3
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Hubungan,3
masuk lingkung jahat banding,Hubungan,3
lingkung olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,Kompensasi,0
heran banget lingkung panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,Kompensasi,0
salah jahat rapat sesuai arah,Hubungan,3
kebelet pengin nyata tekan batin jahat banding stres rumah kondisi,Kepuasan Kerja,1
habis lebaran manusia nyaman jahat positif zona admin gudang coba,Hubungan,3
mami licia pulang jahat ikhlas hati ikhlas bulat,Hubungan,3
orang betah jahat lembur gaji ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Kompensasi,0
jahat harap anak kena teruk,Hubungan,3
jahat betah teman banget bikin betah baca nabi yunus,Hubungan,3
kayak jahat,Hubungan,3
pengin keluh orang jahat habis,Hubungan,3
coba lingkung jahat allah amin,Hubungan,3
rindu duduk allah situ jahat,Hubungan,3
jahat,Hubungan,3
lingkung jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Hubungan,3
allah capek banget jahat manipulatif,Kepuasan Kerja,1
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Aktualisasi,2
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Hubungan,3
sorok bodoh bagus putus amal jahat,Hubungan,3
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Hubungan,3
anak jaman ajar beda jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Hubungan,3
kesi jahat lantak orang sorang sorang person,Hubungan,3
gilir sakit paksa apresiasi bilang maaf himpun jahat mending bubar,Hubungan,3
jahat japri marah grup kantor orang wenang diam,Hubungan,3
jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Hubungan,3
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Hubungan,3
kasih gaji ganti orang jahat yayasan utang tinggal suami,Kompensasi,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Kompensasi,0
pegawai bagus alias jahat terima besok ajar kayak timbang,Hubungan,3
cerita manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Kompensasi,0
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh zaman,Hubungan,3
ayah negeri bikin stres mental kena banget lingkung jahat orang rumah mental,Kepuasan Kerja,1
stres jahat tahan orang orang reng,Kepuasan Kerja,1
lingkung rekan jahat dukung kembang ambil keluarga harap perfek lumayan,Hubungan,3
tinggal jahat gaji bayar,Kompensasi,0
banget aura atmosfer jahat kangen bareng kadang bilang capek bingung bilang,Kepuasan Kerja,1
moga jebak jahat,Hubungan,3
sadar penuh pribadi zona jahat orang mending mending sehat lepas tahap alhamdulillah allah,Hubungan,3
bikin tekan capek fisik capek mental capek banget jahat ganti karir nyonya nyonya nyonya,Kepuasan Kerja,1
tegur sentap jahat cari nafas keluh sedih bengang stres rungut ketul,Kepuasan Kerja,1
sakit jahat sakit tahan menang rumah muak banget menang mati kali,Hubungan,3
jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman,Hubungan,3
magang jahat maksud alam bidang stres kena mental stres depresi,Kepuasan Kerja,1
lelaki jahat sepah liar lelaki rumah tangga jahat bincang laki bini bawa masuk,Hubungan,3
cari jahat gaji jahat tahan,Hubungan,3
senin ketemu jahat drama lingkung gaji sesuai masuk akal amin,Kompensasi,0
nyata lingkung jahat banget,Hubungan,3
kalah jahat pelit pelit jahat korupsi senior bocah,Hubungan,3
cari sistem lingkung lumayan jahat gaji telat,Kompensasi,0
teman kayak cepat takut jahat ling nyaman,Hubungan,3
sedih menang pisah jahat parah nyaman bismillah panggil slot kosong,Hubungan,3
allah tolong orang orang jahat,Hubungan,3
saran mending jahat kuat,Hubungan,3
jahat gaji adem ayem gaji,Kompensasi,0
susah jahat pengin renti butuh duit,Hubungan,3
allah moga lingkung nyaman jahat amin tolong mudah allah,Hubungan,3
kucil keluarga jahat tipu rekan putus juang fokus resin,Hubungan,3
bantu jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Hubungan,3
gara-gara jahat cari muka teman kayak kayak,Hubungan,3
hati badminton kasihan jahat laku suka enak nyaman bikin suka biar jebak main,Hubungan,3
sadar lingkung jahat jalan,Hubungan,3
kawan orang limit orang jahat kawan langsung kawan,Hubungan,3
cewek jahat katai rekan balas loker wajar abai orang kayak,Hubungan,3
bingung banget pilih jahat,Hubungan,3
guru sertifikasi ajar rebut akibat suasana jahat,Hubungan,3
jahat banget,Hubungan,3
semenjak jahat gampang sakit,Hubungan,3
staff jahat stres,Kepuasan Kerja,1
umur lulus cari jahat umur lulus lihat cari gaji jakarta,Kompensasi,0
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Kompensasi,0
jemput teman jahat minus pagi malam lingkung palugada sesuai porsi,Hubungan,3
jahat,Hubungan,3
sabar jahat,Hubungan,3
aduh kocak banget ketawa kantor seru maaf trauma jahat habis,Hubungan,3
jahat bang pandai,Hubungan,3
kali lingkung jahat surat,Hubungan,3
bilang jahat omong doang gampang orang rasai moga rasai lingkung jahat kontrak besok makan,Hubungan,3
bodo anjir bolos dasar jahat sono mending,Hubungan,3
kasihan kantor jahat term tenaga kantor salah jaga kantor nilai kantor jujur,Hubungan,3
kuna jahat kuna,Hubungan,3
cina jahat orang takut jahat rana takut jahat orang muda,Hubungan,3
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang,Kompensasi,0
jahat kwanza jahat bana,Hubungan,3
