teks,label
halo kerja usaha terima kasih,Positif
kerja betah berangkat kayak beban banget tulis surat kasih saran kerja kuat kerja,Positif
paksa kena tahan maki asyik zero staff salah gaji mental,Negatif
anak stan kerja penuh wajib kerja,Negatif
wawancara kerja usaha finansial gaji etis,Positif
lembur mesti rawat rumkit lelah kronis tipes teman bawa suka turun jabat sakit kerja pilih auto kelimpungan,Negatif
kemarin cari kerja kampung kerja rantau sehat kerja panggil mending jujur tunggu orang,Positif
kerja ketemu orang model kayak banting setir wirausaha sebel orang,Negatif
lolos rekan kerja jujur butuh saran terima kasih,Positif
banget kadang empet sanggup kerja karyawan aset aset jalan,Positif
keren capek kerja gaji,Positif
sakit badan tahan kerja situ patut drat lelaki awak henti rugi awak cari awak rugi,Negatif
gaji sesuai cepat posisi kerja,Positif
kerja media salah cepat sadar kerja media mudarat judul jatuh domba fitnah ubah opini orang,Negatif
skripsi kerja bilang fokus skripsi mohon kakak kakak,Negatif
rencana kerja gaji signifikan beban kerja lembur bayar jelek usaha,Negatif
benda kerja salah,Negatif
nakes mundur beban kerja berat insentif tangan pandemi janji perintah cair heran negara lipat ganda insentif nakes indonesia insentif bahaya resiko nakes,Negatif
gaji bonus kuat tinggal cari habis situ jerih payah usaha pandang belah mata,Negatif
bikin usaha kerja kantor coba samping buang buang kayak pacar putus sekian,Negatif
lambat insentif gaji pegawai utama nakes paksa,Positif
stres kerja lepas tengok nyawa sikit cakap hadap hadap paksa,Negatif
minggu habis mesti orang bidang kena masuk,Negatif
suasana kantor enak jahat rekan kerja tahan butuh duit pahit,Negatif
usaha capek kerja gaji besok masuk kerja langsung gaji,Positif
pesan hilang,Negatif
kerja nyaman banget cocok lingkung gaji putus korea niat libur cari kerja korona dasar menang,Positif
ajar tanggung lebaran lumayan,Negatif
salah kerja bagus pergi kerja rutin,Positif
jaman kerja pakai mental adaptasi lingkung inti lingkung kerja paham,Netral
asik kerja biar,Negatif
henti kerja manusia fikir konon pijak orang fikir bodoh stop orang,Negatif
kali cowok kerja biar tipe kerja,Negatif
mbak rasai posisi capek capek capek lingkung kerja jahat banget kontrak kerja pinalti uang keluarga orang sayang,Positif
orang bujang cuti pening fikir adek supervisor cuti letak sedih orang bujang kena kerja,Negatif
orang suka hati tanggung kawan marah until kerja sentiasa cari plan kapai,Negatif
bagus jahat mudah cakap,Negatif
orang lingkung jahat kayak langkah percaya enak alam pribadi,Positif
tidur tahi tawan orang fotografer orang tulis orang milik,Positif
anjir kerja bikin haru,Positif
ambil kena kantor kantor lingkung kerja jahat gaji kerja alokasi uang tahan kenal putus pilih,Negatif
minggu kerja sombong gara-gara sarjana lulus coba bangun komunikasi jelek teman kerja cepu bodo sehat jiwa kerja kayak robot,Negatif
auto kafir shalat jumat barista restoran jepang mall tempel hotel mewah shalat jumat makan siang tinggal meja lantar,Positif
kadang orang luah stres kerja penat syukur kerja ramai kerja kadang luah pakai,Positif
surat kemarin tahan kirim banget maki grup kirim surat grup kerja suruh modul lembar kasih kerja,Positif
sebel orang selesai potensi ketemu orang sikap kerja hadap ajar kembang interpersonal,Positif
langsung ujung karyawan putus masuk rama,Positif
ketua dokter indonesia tenaga sehat kerja lonjak mundur beban kerja berat insentif tangan pandemi janji perintah cair,Negatif
selamat malam karyawan pengin kerja pensiun,Positif
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis kerja,Negatif
serius desember kantor sehat,Positif
enak bahas sayang bingung dikit ganggu kerja rusak reputasi simak,Positif
salah salah kerja gampang angkat staff asih makan gengsi susah,Negatif
indra orang kena lingkung jahat rendah orang kerja heran banget lambe,Negatif
kayak wajar risih,Negatif
mending tanggung sehat mental padan,Negatif
maaf kesan curhat putus salah posisi kayak laku,Negatif
bocah kerja kontradiktif hasil rumor,Positif
cakap surat tempoh moga bantu,Positif
kasih kerja kerja kagak lembur tugas manager,Negatif
kerja kaya,Positif
kali marah muka lihat kecewa banget mahasiswa cuti kuliah dadak suruh senin besok orang kerja mama lancang banget langsung hubung dosen cari,Positif
suami kerja kota pindah pusat biar suami cari kerja coba nyaman kerja,Negatif
kerja banget masuk tawar bilang,Positif
henti kerja wang putus henti kerja henti kerja,Negatif
pengin cari kerja ganti cari kerja susah banget harap ganti mohon,Positif
dalem fase pengin kerja sehat mental pikir entar langsung kerja duit kayak duit orang maju mundur kena,Negatif
istirahat duduk komputer kuat tahan lapar pusing takut orang,Positif
cowok kerja lingkung cowok mending asih kerja hidup,Positif
kerja pikir enak,Positif
tuhan kerja salah bumn berat berat syukur,Netral
usaha rekan kerja,Positif
ambis kerja,Positif
prediksi tutup pecat total zona nyaman tolak kerja lembur revolusi,Positif
senin pagi buka menang dikit teman kerja sabar kerja resmi,Positif
kerja capek orang ribet kaya lucu,Positif
habis gaji,Positif
pandai mate orang suka bang orang legal,Negatif
karyawan gaji gaji gaji bikin resah paket jahat ganti lingkung kerja asik,Positif
selamat siang coba kerja,Positif
pegang alias kondisi pikir kecamuk emosi stabil kondisi stabil pengaruh proses langsung,Positif
bahasa moga manfaat,Positif
coba tahan cemas takut gelisah nyaman maag kambuh hidup kayak tenang,Positif
gaji gaji gaji kerja syarikat awak kerja,Positif
jengkel cewek bikin fokus keluarga nyata lapang susah ambil peran ganda super suami dukung nikmat kerja puas wajar,Positif
mbak kanti buka diskusi tarik refleksi teori lazim bilang suka kerja relasi kuasa cari kerja,Negatif
pilih fase pengin pindah kerja ajar alam hidup istri sore,Negatif
kantor suami teman pilih usia plus cemas lihat kerja sakit lapor bilang sakit cari bumn,Negatif
gaji gaji gaji nilai bayar,Positif
jumpa jahat,Negatif
kerja kerja orang nikah suami nikah,Negatif
kerja jarak rumah kerja,Positif
staff gaji sesuai kerja milik sedia harap sedia ruang tuju,Positif
kerja kerja kerja masak kasir tamu gaji juta duduk sebentar istirahat manja,Positif
terima kerja,Positif
kerja fokus ajar,Positif
awak syarikat kena elak cenderung buruk contoh,Negatif
tulis surat undur gaya bahasa resmi sopan formal tuju tulis surat contoh,Positif
gaji banding beban kerja,Negatif
sistem kerja versi,Positif
bosan kerja,Negatif
minum obat psikiater sesuai arah psikiater kerja rumah tangga tara berat hasil sakit malas,Positif
sedih banget kerja impi rejeki kayak kerja,Positif
solusi hadap lingkung kerja jahat solusi cari bagus cari lingkung kerja cocok gampang bekal,Positif
kerja guru kerja guru sekolah sambi skripsi nyata skripsi kalah kerja skripsi pegang bingung banget,Positif
pengin kerja kerja gaji duit gilir susah bayar,Negatif
kayak kerja nikah coba,Negatif
kerja gaji partner kerja jahat masuk akal partner kerja enak,Negatif
kerja izin arti,Positif
gaji kerja orang pribadi kerja julid dendam bingung,Negatif
kerja omong garai solid,Negatif
cakap ambil berat pasal kerja kena faham,Negatif
saran kerja,Positif
kerja kerja nyaman lingkung posisi lamar berat malu kerja,Positif
enek sing kerja sehat mental bingung takut lebay,Negatif
cocok staf kerja kontrak bilang kerja peluang,Positif
kerja lingkung gaji jenis biar terima,Positif
kuat klien bawel nama kerja bidang jasa cari kerja takut hadap bawel kunci sabar kepala dingin,Positif
kerja ruwet pengin cuti susah sakit susah suruh kerja kerja rodi banget,Negatif
kerja susah target gaji minim jujur usaha lamar,Negatif
kerja usaha idam lokasi sedia bingung,Positif
cari kerja prospek kondisi resesi bijak jujur cari kerja kerja susah banget kerja capek banget rencana fokus cari kerja,Positif
pengin kerja teman kantor jahat serba salah,Negatif
pergi gaji kerja karut ungkit jahat,Negatif
kasih cuti rumah sakit sakit usaha gaji juta kerja senin sabtu mending timbang,Positif
form daftar kerja kalimantan,Negatif
kayak rekan kerja suportif,Negatif
alam bikin masuk kerja,Positif
pengin cepat nikah biar kerja,Positif
habis asih surat gemetar salah,Negatif
lingkung kerja bumil,Negatif
plan henti kerja tulis,Negatif
paksa gaji bayar,Negatif
kerja masuk akal kadang tuntut loyalitas hitung lembur,Netral
gaji gaji pakai,Positif
teman pengin kerja pengin pagi malas masuk kerja lega paham,Negatif
posisi pengin halang halang masuk cuti angel dunia kerja seng sehat,Negatif
teman kasih semangat motivasi kerja biaya kuliah pengin capek hati kerja pabrik,Positif
salah kantor lingkung kerja jahat sakit mental bahan guyon divisi kantor ning suruh pakai bolpoin mata diam,Negatif
halo teman utama kerja kandidat kerja tinggal kasih konteks orang kerja,Negatif
nekat kerja habis omong lega banget pakai plong nikmat anggur minggu minggu,Positif
baca lupa kerja ngoyo sehat sakit mati mudah cari sehat nyawa tanggung lingkung kerja normal mending,Negatif
tidur kerja total laku stop bilang pengin capek kerja,Positif
tahan henti kerja kongsi,Negatif
tolong kasih masuk akal masuk kerja,Negatif
malas kerja,Negatif
kerja akhirat usaha usaha kakak orang,Negatif
capek teman kerja ajak obrol serius kerja pengin,Positif
mental buruk kena penalti surat terang dokter rehat penalti banget juta kerja banget balas,Positif
tulis surat tawar kerja sopan,Negatif
kerja tahan ijazah aman karyawan komitmen kerja,Positif
masuk kerja,Negatif
kerja tawar kerja gaji kultur kerja koneksi potensi kembang potensi laku orang betah kerja,Netral
kampung cari kerja kampung kayak sopan cari terima kasih,Negatif
kerja kerja asli omong halus takut kesan terima kasih,Positif
izin kerja izin kakak kemarin habis izin kakak kemarin tanggal besok bilang tinggal,Positif
orang kerja pengin pengin kayak kerja situ,Negatif
kerja usaha kerja,Negatif
pura bego pamit malas banget duit orang pisah plus asih,Positif
kerja usaha sakit fisik mental,Negatif
nyaman lingkung kerja urus,Positif
malas banget ketemu orang ketemu plan kapai daftar kerja kerja musti,Netral
pakai lingkung kerja toksik bilang dewasa,Positif
pilih kerja,Negatif
suami suami niat urus cair bpjs ketenagakerjaan lihat saldo bayar februari bpjs surat kantor turun,Positif
gara-gara jalan alias pakai sender pakai hubung entar lamar kerja,Negatif
leta jawat kena benda majikan tiada tolak surat leta jawat kerja letak jawat kerja hantar surat letak jawat merta kecuali kerja tarik,Negatif
tawar kerja asih terima kasih,Positif
kerja kerja mantan teman kerja kerja wajar balas capek,Negatif
kerja putus pakai kerja terima kasih,Positif
kerja rejeki usaha kelas hidup beranta zina suami orang,Positif
lepas obat utama kerja hilang obrol suka bikin kerja,Negatif
problem kena tolak gaji maki allah plan alhamdulillah,Negatif
salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual,Positif
jujur kerja target gaji terima tawar kuat usaha mending kayak,Positif
tahan kerja kasih terima kasih,Positif
kerja kerja jadwal ajar tolong bantu cari,Negatif
juli terima kerja jalur biaya admin singkat tanggal kerja kerja,Positif
cewek gaji kerja jakarta gaji juta dapur listrik pindah gaji juta bosan,Positif
posisi kerja panggil cuman sabtu libur sabtu undur,Positif
desember rencana takut izin pengaruh absen marah marah bilang niat kerja desember nikah,Positif
kerja sistem kontrak habis kontrak kuliah kena denda,Positif
utama mental pribadi arti kelola emosi tingkat cari solusi kabur kerja,Positif
cowok malas kerja posisi jabat berat pilih pusing kerja kayak malas gaji kerja,Negatif
kerja kuat beban kerja kerja pakai wawancara kerja,Negatif
tanggungjawab jugala henti kerja nyata,Negatif
cewek saran kerja lingkung jahat beban kerja bikin kuat terima kerja,Negatif
kerja libur gaji tunggu juta cari kerja penjara kayak orang,Positif
tugas mending undur langsung cuti entar ketemu tugas bilang orang tugas kuliah kuliah mending beban keluarga,Negatif
nyaman lingkung kerja ganti kerja tabung sembrono aman tabung cari kerja,Positif
orang arti hidup kesel banget abang kayak bocah kerja kerja kayak tuju pengin bebas main lihat orang susah banget kerja,Positif
masuk kerja nyata surat kerja sekira masuk bijak pakai kerja,Negatif
alam kerja maksud kutu loncat usaha kantor gulung tikar kantor cocok gaji,Positif
kerja kasihan habis salah coba zona nyaman cocok tinggal enak,Positif
buka negoisasi gaji laku usaha bilang gaji usaha erti,Positif
resmi putus mundur cowok sayang pilih mundur pacar jalin hubung mustahil butuh berat banget pilih mundur sayang,Positif
orang tugas memberitahukan rencana minimal laku kerja selesai administrasi sesuai atur usaha,Positif
gejolak hati pikir butuh duit tahan kerja stres mental utama dana darurat kerja beban keluarga cari kerja mudah,Negatif
aneh aneh karyawan labrak balas walah peduli,Positif
mending duit habis cari kerja langsung duit hilang kerja hilang percaya orang hilang coba kerja duit alir,Negatif
inti nyaman lingkung kerja laku beda rekan kerja hasil kerja tekan,Positif
mental hadap subang jaya jalan kebun badan letih anak anak layan hara sepah depa hadap cari,Negatif
peka fenomena timpang senjang parah negara buruh pabrik buruh beda privilese harap jahat bijak,Negatif
minggu lancar kerja kantor enak banget gaji jarak kerja moga putus,Positif
kayak kerja bangun tidur langsung lemes sore pulang kerja kayak gentayang bilang pengin bilang sehat waras prioritas utama,Negatif
kerja kerja,Netral
catat tawar kerja usaha moga amin,Positif
nikah kapai pilih kerja besok utama,Negatif
ramai atur masuk kerja orang taking long mental,Negatif
contoh surat bahasa bahasa melayu kawan kawan,Negatif
hantar resume pergi kawan kerja punca,Positif
mudah tulang punggung orang orang makan hidup penuh rezeki atur hasil berat,Positif
jaman konten personal banget publik kecuali rawan,Negatif
konyol partner badan kuat belah kerja lumayan bareng partner,Negatif
gaji orang kena orang wajib bayar gaji,Negatif
kerja gaji kerja atur manager ganggu cuti benda ajar masuk,Negatif
cewek surat kasar lembur bayar bonus juta mending ikhlas tagih,Positif
orang luah stres kerja penat syukur kerja ramai kerja kadang kadang luah pakai,Positif
kerja terima masuk akal,Negatif
capek banget kerja orang jahat salah pengin cepat,Positif
putus kerja cowok kenal kemarin hidup niat kembang nyata,Positif
kerja pengin mental,Netral
siang obrol teman kerja tahan mbak kantor ajar kantor kerja relasi batas rekan kerja,Positif
sender juli putus ganti pulang menang alhasil optimis rencana tuhan moga kerja,Positif
kerja bagus pergi,Positif
kerja fokus,Positif
karyawan habis susah kerja beritahu habis bentak cari kembang,Positif
kerja biar,Negatif
kerja kali,Negatif
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif
utama manusia tolol kuat kerja orang malas definisi malas malu omong mager mager kerja beban,Negatif
muak lihat rumah ketemu kerja pengin gara-gara manusia kayak ketemu orang jepang orang bikin ribet anjing,Positif
orang unik cari kerja susah mental keluh sakit mental ajak kerja tanggung mental,Negatif
putus kerja atur usaha aneh aneh ajaib teman kerja status,Positif
tanda patut kerja stres lampau mental mahal gaji keliling orang jahat kaki jilat kerja gaji kedekut,Negatif
nyokap kerja percaya minum kerja tidur sakit kepala kerja bikin stres selesai cerita,Negatif
teman suka kerja kerja kayak capek,Negatif
atur kait utas bikin tempo nyata pengin putus mateng atur syarat konsekuensi bahasa,Positif
kali staff open staff cari orang janji orang kerja kerja staff bodoh gila,Negatif
prambanan jujur plan lembur pengin kerja gaji potong bpjs,Negatif
ekonomi turun inflasi milu,Positif
cari kerja domisili denda bayar suruh aneh canggung banget,Positif
kerja kerja kantor salah pengin alam kerja cari alam cerita kerja ketrampilan modal,Negatif
semenjak kerja cowok,Positif
kocak sakit teman kerja capek mental masuk orang kayak teman kerja doang canda,Negatif
baki situasi plan baca,Negatif
aman bilang cocok lingkung kerja jujur gaji gaji,Positif
sender habis langsung aktif besok moga jalan lancar moga kerja amin,Positif
terima kerja takut ikan angkat suruh,Positif
bilang kesan klise banget anggap adek anggap adek kerja doang,Positif
skenario orang bertanggungjawab zaman sekolah kerja kabur tugas tahan atur usaha usaha kejar target sila konsekuensi,Negatif
simpel pengin kerja biar langit bagus pergi pantai lihat suka,Positif
tera kerja kampret kenal orang orang sadar dzalim,Negatif
alhamdulillah putus kerja salah orang allah mudah kerja,Positif
pulang kerja pengin besok berangkat kadang besok langsung kerja jalan,Positif
partner kerja senior kerja lupa banget kerja partner bingung lupa salah fatal menang kerja,Positif
kerja utama anjing malas lihat muka,Negatif
jaman gagah pakai hasil kerja riba niat bagus batas citra sombong gengsi iman buka dakwah adzan solat subuh,Positif
genap jahat habis modal modal modal duduk sesak,Negatif
cita kayak butuh kerja,Negatif
kuat pengin kerja,Negatif
mental mending capek kerja capek cari kerja,Positif
nama politis mencak pilpres dukung salah kerja biar,Negatif
bank bumn kerja riba sejahtera bank buta tuli hidup dinamika naif suara konsumen arti banding bank banding target korporasi,Positif
ganti senin senin pikir pengin hamil anak biar kerja sibuk urus anak,Negatif
nyata fakta kerja austria minggu surat kantor pajak bayar langsung rekening nyata transfer langsung pusing austria,Positif
banget berat tinggal kerja teman umur orang nyaman ajak cerita guyon orang cari,Positif
hantar surat start orang dengar majikan koyak kerja jahat,Negatif
kemarin semangat cari kerja kota biar ketemu gilir hilang sesal kuat,Positif
habis tolak nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif
semangat kerja anak lingkung kerja jahat,Negatif
tonton anime budak mati kerja wabah,Negatif
produktif kerja produktif,Netral
coba lihat pesan kerja situ kerja uang cerita usaha kerja,Positif
kerja menang duit cari susah ampun allah hidup,Positif
sebel gaji telat sebel lihat karyawan gaji telat pakai kerja enak telat ambil cuti kerja atur,Negatif
situasi kerja kondusif saing sehat salah utama orang putus salah kerja,Negatif
orang kerja pisah pakai nyata,Negatif
kerja lulus langsung kerja capek lingkung kerja kerja kayak beban juang,Negatif
teman kerja asik mending,Negatif
minggu tuan putri labu kerja bikin salah daerah blok,Negatif
karyawan betah kerja masuk kerja sayang,Positif
kerja lingkung jahat bilang lingkung maksud bohong,Negatif
kerja ambeien menang darah anus luka jalan duduk nyeri banget duduk anus ganjal merinding bayang kena,Positif
pulang malam sekian kerja rumah bikin lupa putus capek jalan,Positif
info loker sanggup kerja orang bajing,Negatif
haru kerja halo kerja berangkat ketemu kerja sukses,Positif
kerja salah akreditasi sita masuk kerja kena akreditasi lari,Negatif
utama kerja mental buruk kerja bicara,Negatif
saran bilang pindah cari kerja,Negatif
wawancara kerja kerja pegang pecat teror,Negatif
orang kerja rumah bohong jujur hati capek butuh istirahat,Positif
henti syarikat gaji salah sesuai sekira,Netral
jujur muak tipe cowok modal doang bahagia kerja malas kerja,Positif
biar lebaran kerja,Positif
kerja retail senang sikit kerja menang,Negatif
milenial suka suka profesional kerja nilai subjektif parah alias dikit dendam orang bikin hati luka,Negatif
masuk kerja galau tinggal anak kerja lihat orang orang banget lihat kembang anak menang lihat moga paham kerja,Netral
kemarin satpam kerja nyata salah habis putus pacar pacar habis langsung pergi rantau jawa gila bayang,Positif
plan agustus biar kerja usaha orang,Negatif
enak kerja wajar dunia kerja pikir enak,Positif
anak rumah handal kerja budaya kayak lestari usaha lihat profesional fokus urus anak mending kerja anak,Negatif
berat banget januari minggu harga kerja pindah tunggu problem,Positif
sedih tinggal teman kerja kerja kayak besok rusa lihat pabrik erti,Negatif
pengin butuh uang capek kerja anak jaman,Negatif
kerja samping pengin orang cari butuh,Negatif
kemarin pengin pribadi suruh kerja capek kerja capek cari kerja,Positif
konon pakai kerja lepas gaji pangkat manager suruh masuk,Negatif
salah budak korporat kerja paham betapa susah cari kerja lihat,Negatif
harini kena paksa kerja ajar,Negatif
istirahat rupa kerja rupa kerja istirahat kerja bebas pakai kapai langgar hukum atur internal usaha bayar sangon,Negatif
kerja salah tidur beranta gaji minus potong,Negatif
cerai sakit susah kasih uang doang makan coba mumpung anak beban tinggal,Negatif
lepas berani berani ambil putus mundur laksana tugas,Negatif
tipe masuk kerja lingkung kerja jahat,Negatif
kerja gaji enak,Positif
kerja kontrak kontrak kelar suruh bikin alias tanggal suruh maaf paham,Positif
anjing anjing kerja,Negatif
kawan budak kerja gaji kursus kerja pergi kursus kepala,Positif
marah kecewa pasang kuat lamar terima tolak gaji terima kerja gaji,Positif
atur kontrak atur prosedur kait denda undur kontrak kerja santai bang,Positif
usaha sabtu kerja cari kerja senin jumat,Negatif
kerja hati sreg monoton kerja kuliah surabaya belanda kerja lahir putus penuh hubung jaga,Positif
cewek nafsu makan mual gelisah rambut rontok henti haid takut mental tempe syukur kerja,Positif
anak anak kerja negeri,Negatif
pengin kerja pengin nyaman kerja salah ganggu gugat kerja,Netral
salah orang,Negatif
kerja gaji ambil tawar kontrak pinalti,Negatif
rasai kerja pengin betah capek kerja capek cari kerja banget sumpah,Positif
karyawan habis gaji henti kerja kali karyawan klasik salah,Positif
pikir tahan sesal lega,Negatif
langkah bijak tenang gadget elok patut kenal pasang domba bawa bincang,Positif
kerja sangka kutu loncat kerja sangka katak tempurung ideal kembang karier kudu,Negatif
takut rezeki allah rezeki allah luas tunggu orang,Positif
kena efisiensi karyawan tanda tangan surat sehat usaha pakai surat,Negatif
formulir data lamar tabel alam kerja lengkap cuman tulis,Positif
sedih kerja usaha samping usaha pasu kerja sunyi cicil cewek pikir,Negatif
halo kerja kontrak izin lingkung jahat ganti bagus,Positif
cewek gaji nekat ganti fase capek banget kerja gaji juta kerja,Positif
cerita konyol super medit internet butuh kantor pakai,Negatif
kontrak selesai logis cerita kerja teman,Positif
kerja pakai,Negatif
kerja cuman utama tulis bagus kerja kerja,Negatif
kerja tambang posisi kerja pilih kerja,Negatif
pegawai kerja usaha kontrak kerja ganti rugi,Positif
sender habis pribadi alam masuk,Negatif
kali open saka orang sempit pikir open kerja minggu langsung kuat,Positif
kakak sender kerja banget gaji slip gaji potong jamsostek saldo kantor bilang arti bpjs gaji kakak sender sedih banget,Positif
rencana kerja retail coba lamar kasih rencana capek kerja,Positif
lingkung enak gaji sedih banget paksa gaji butuh,Positif
gaji telat telat,Negatif
kerja usaha masuk riba sender bankir jebak dunia lihat kualifikasi lumayan masuk kompetensi alam sender,Negatif
kerja saudara sender bingung,Negatif
alam putus kerja ganti kerja sesal tahan lingkung,Positif
orang nikah putus kerja fokus anak masyaallah hajat mudah langsung hamil juang kerja keren,Positif
kerja nyaman kota kerja terima kasih,Positif
rejeki allah kasih bawa pokok lowong kerja moga allah mudah langkah limpah,Positif
kerja klasik lingkung jahat jahat gaji cari bohong jujur tahan gaji,Negatif
kerja gara-gara rekan kerja jahat susah ajak kerjasama tingkat hati banget hubung jujur pakai,Positif
kerja nikah ketemu calon,Positif
tanggal pilih kerja morowali pergi kampung halaman keluarga,Positif
beda pecat sangon bpjs,Negatif
plan kena bijak orang kondisi utama kondisi finansial gengsi paham kena tanggung,Negatif
gaji gara-gara susah cuti libur ganggu syarat gaji cuti ganggu,Negatif
wajar sedih utama lingkung kerja jahat atur istirahat makan menit langsung kerja salah mohon masuk,Negatif
hear sedih banget wajar kuat coba cari kerja tutup respon lingkung semangat moga dunia kakak,Positif
cewek hobi bilang kerja suka kapasitas kerja over keteter omong kerja,Negatif
aneh banget ketemu abai salah gila puluh macet pikir,Positif
kerja cari duit cari jenjang karir duit kayak sender kerja normal gaji pikir tenang,Negatif
tanda,Negatif
tanda timbang kronis beranta lingkung rekan kerja jahat kembang usaha jalan,Positif
fikir susah cari kerja rezeki takut letak percaya sepenuh duit percaya rezeki allah atur,Positif
bosan kerja tantang kerja bikin solusi dampak manajemen mesti cari kerja orang produktif bikin,Negatif
suami kurir kerja ganti langkah kerja kurir anggur kontrak pabrik habis,Positif
kantor nyaman tahan tahan dunia kerja,Positif
start daya kena,Negatif
lihat platform belah banget nyata urung niat kerja bikin capek emosi kesel impi kerja,Positif
tuju habis lulus cari kerja gaji langsung minimal cari alam kerja kerja coba kerja betah,Positif
kerja usaha atur suka suka manager atur karyawan karyawan izin sakit dokter gaji desember,Positif
besok uang jajan cape doang kaget,Negatif
henti kerja komitmen dana cemas utama komitmen kerja fikir,Negatif
habis baca sender tampar pengin buru kerja kerja minggu sender putus cocok mental sehat sender ajar buru prasangka buruk tuhan asih,Positif
generasi gampang lihat statistik relatif lihat salah suruh kerja kuda tunggang,Positif
kerja lahir kasih cuti hamil ribet pilih kayak turun,Negatif
coba kerja pulang gaji tuntut rendah kayak,Negatif
kantor plan percaya tabung saldo tinggal,Positif
pilih tahan kerja capek muak stres beban kerja gaji timbang semangat peluk,Negatif
kerja gaji kerja atur manager ganggu cuti benda ajar masuk keluarga,Negatif
letak profesional surat henti letak surat henti,Negatif
kasih terima kantor kantor sulit banget sekolah jadwal sekolah keluarga nikah pindah kerja maki,Positif
sehat konsultasi usaha usaha tanggal masuk tanggal kerja sesuai perintah telat wajib amuk cari karyawan becus,Positif
kerja kerja senarai perangai kerja,Negatif
orang gaji rendah orang teruk gaji gaji,Negatif
orang terima tawar kerja rana tawar bagus orang rana manusia bagus jahat jahat gaji,Negatif
nyari lihat jujur kayak muak kerja,Positif
putus kerja plan pure capek banget kerja istirahat,Positif
kondisi kerja kondusif pikir hasil habis lega laku ajar kelas,Positif
capek suka suami kerja kota,Negatif
ramai gaji harga jahat beban kerja repek kebaji abai,Negatif
tunggu suami kerja kota,Negatif
cerita teman divisi betah sindir omong teman kerja,Negatif
cium gelagat terima masuk akal kerja,Negatif
capek kerja jahat cari muka domba sadar kerja kayak,Negatif
kerja riwayat cari kerja masuk akal,Negatif
orang kerja kerja,Netral
kahwin syarikat sumpah setia mati langgar kena surat dedikasi hadap dunia kerja,Negatif
usaha suami kerja,Negatif
mending mental aman cadang kerja cari gaji mental jiwa raga tekan,Negatif
april kemarin kerja sepeda keliling indonesia timur barusan banget telpon kepala toko gaji masuk pesan selesai jalan kerja,Positif
rencana kerja kerja gaji rencana cari minimal kerja suka,Negatif
kerja rumah admin data dada gaji suruh lantai angkat jemur jaga bayi utama bilang mental lemah,Negatif
rekan kerja kerja surabaya tawar kerja keluarga,Negatif
banget kerja kerja cubit pantat bilang setan iblis salah orang panggil pakai nama masuk kena,Negatif
gedik gedik buka staff bayar bayar gaji kerja minggu bayar staff suara hantar surat saman bodoh,Positif
baca sorang lompat kerja kali habis habis suka kerja ramai,Negatif
jaman cari kerja sulit lihat anak kerja galak lingkung kerja nyaman semangat bikin surat,Positif
orang gila kerja cpns buka,Positif
orang kantor niat kerja masuk sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat kayak sampah bawa virus banget,Negatif
tunggu fase kerja suami kota,Negatif
pengin kerja kerja bikin nyaman orang aneh suka ketemu jalan,Positif
kerja kerja salah kerja capek kerja butuh duit,Negatif
kerja tahan salah teman kerja banget kerja banget muda divisi bahan cerita bahan ejek,Positif
staff kerja peluang kerja zone kerja peribadi syarikat,Negatif
staff kerja peluang kerja zone kerja peribadi syarikat kena layan salah,Negatif
bilang kuliah kuliah kerja kerja gila kerja rodi kerja istirahat mending kerja duduk komputer,Positif
kerja titik kerja kuliah bentrok nafas kali jari kaku takut parah periksa paksa tangis,Negatif
anak kerja minggu kerja maksud kantor heran,Negatif
maaf bingung gaji kerja sesuai bingung pikir saran,Positif
karyawan kadang kerja tinggal cari komputer situ bawa data data paksa,Negatif
kerja jahat milik jaga profesionalisme positif bicara kembang ajar cari tantang,Positif
terima usaha kontrak kerja kabur,Positif
cari kerja cari,Negatif
saran masuk akal kerja,Negatif
kerja kemenkeu pikir goda mutasi indonesia masuk kerja pulau sumatra papua pulang pulau jawa,Negatif
malas gila kerja gila pakai stres kerja,Negatif
tarikh kerja tolak staff bukti kukuh staff,Negatif
orang kerja kerja majikan terima tawar lepas,Negatif
masuk kedok keluarga cari referensi kerja,Negatif
tabiat usaha kali kerja bagus gaji omong jelek jelek usaha,Negatif
mumpung salah solat kerja sono,Negatif
plan henti kerja plan profesional kumpul surat,Negatif
cabut transfer nonaktif bpjs pajak inti lepas karyawan cabut konsekuensi tanggung,Positif
kerja masuk akal jaman,Negatif
gaji mantap kerja fleksibel inti uang mantap,Positif
wamil laku depresi tinggal tinggal kerja kerja skripsi ajar motor lulus skor depresi,Negatif
kerja kerja kuliah,Positif
rekan kerja rekan kerja bocor alias suka,Negatif
sesal bentar olahraga pagi tanam masak buru yoga laku hobi orang bikin putus rejeki uang hancur,Positif
pengin kerja kantor stabil orang profesional,Positif
kerja bank cuman minggu kerja cocok baca cocok kerja keliling kampung cari nasabah,Positif
egois banget kerja kasih turun kerja ganti coba kayak,Positif
kerja lingkung jahat entar gara-gara karyawan lebar,Negatif
